wpm,accuracy,mistakes,backspaces,consistency,typing_time,level
52,87,19,1,78,51.3257525,Professional
39,79,12,9,67,73.86477281,Advanced
63,71,13,3,77,66.37595062,Professional
62,100,12,11,85,106.8400754,Intermediate
66,100,5,3,70,114.6169388,Intermediate
89,70,0,4,75,144.2209574,Professional
47,95,5,4,92,80.95372173,Beginner
70,100,8,5,74,98.18027762,Intermediate
62,93,7,6,83,75.48284601,Intermediate
65,100,14,12,89,82.19473222,Intermediate
67,79,9,5,70,61.85943105,Professional
60,67,9,6,90,69.35699504,Beginner
63,100,10,9,83,93.81055655,Intermediate
65,77,4,0,75,74.27575729,Beginner
56,59,6,4,72,90.3634342,Beginner
59,80,16,12,96,93.60849875,Beginner
69,88,12,5,84,50.72794983,Intermediate
49,96,2,8,87,93.7956624,Intermediate
84,69,1,9,66,120.9826916,Professional
55,96,5,8,87,80.58989666,Intermediate
60,71,0,11,66,78.18987493,Professional
57,67,14,5,84,115.735836,Beginner
30,67,7,1,86,82.52588832,Advanced
56,97,12,13,97,61.8293843,Intermediate
38,69,12,2,82,74.42095608,Advanced
21,67,5,0,92,60.14663376,Advanced
48,93,3,10,93,78.61119027,Intermediate
79,77,6,11,87,86.67813252,Beginner
74,60,11,9,86,121.3672467,Beginner
65,72,11,8,86,101.5688156,Beginner
53,76,8,3,87,60.41643422,Beginner
50,66,6,12,65,49.97951454,Beginner
58,94,6,7,84,82.17936762,Intermediate
70,100,7,5,71,102.2665087,Intermediate
39,85,9,9,65,100.2162345,Advanced
57,64,11,6,74,57.30987134,Professional
66,96,8,5,81,55.45494543,Intermediate
71,56,5,9,69,81.74332012,Professional
70,64,3,4,83,62.25897752,Beginner
40,63,11,1,84,63.43253689,Advanced
50,66,8,7,76,72.7624091,Professional
57,79,6,0,79,66.95523108,Beginner
36,70,10,2,80,86.90418088,Advanced
57,84,9,10,97,47.00915562,Beginner
69,75,4,4,82,67.97468005,Beginner
26,67,5,2,87,58.60430901,Advanced
52,77,11,8,68,48.17572596,Professional
64,96,6,5,80,66.85361928,Intermediate
62,69,15,4,76,58.04077606,Professional
74,72,6,5,78,103.827922,Beginner
79,94,6,0,63,89.09858425,Intermediate
72,57,11,3,75,142.917776,Beginner
26,68,7,0,89,95.95090059,Advanced
36,68,8,5,79,64.0400913,Advanced
62,67,9,5,85,90.54129472,Beginner
64,100,7,5,73,109.4830711,Intermediate
73,69,9,4,73,79.00883826,Professional
61,77,9,5,83,83.2648531,Beginner
40,75,12,4,72,107.2557192,Advanced
70,74,9,4,73,81.45579014,Professional
66,76,12,1,81,86.80333334,Professional
57,79,14,8,88,99.6519525,Beginner
59,81,5,7,94,56.41113681,Beginner
57,75,18,0,83,60.86630939,Professional
33,81,3,12,60,110.0019039,Advanced
71,60,5,1,75,100.4686185,Beginner
41,80,13,6,67,117.6633187,Advanced
56,76,7,3,85,57.52348048,Beginner
62,64,0,12,67,91.95314599,Professional
14,68,0,3,88,78.59146193,Advanced
29,71,11,0,84,90.21133535,Advanced
65,78,11,9,89,92.00037424,Beginner
61,61,12,4,82,117.058011,Beginner
66,65,10,4,79,118.6220392,Beginner
69,81,19,2,84,74.69273621,Professional
83,100,14,4,72,57.58868101,Intermediate
62,83,7,5,72,81.68054522,Professional
60,91,1,1,80,47.92881016,Intermediate
67,73,9,8,89,80.62080811,Beginner
73,81,0,6,72,109.045583,Professional
29,78,3,11,67,76.71548639,Advanced
80,100,4,3,55,93.34185757,Intermediate
66,95,8,6,81,69.63826271,Intermediate
54,96,6,8,89,74.24467109,Intermediate
67,93,7,5,78,85.52457525,Intermediate
78,74,0,5,81,58.2338018,Beginner
40,76,12,6,71,96.02080533,Advanced
30,85,4,12,60,114.3703885,Advanced
69,78,5,4,76,98.87939473,Professional
22,68,3,2,87,74.17439685,Advanced
68,96,5,2,70,104.3425318,Intermediate
70,77,3,2,79,64.70613466,Beginner
29,75,6,5,72,117.122084,Advanced
31,82,4,13,62,77.69004407,Advanced
63,75,8,6,85,80.65267994,Beginner
29,72,7,6,78,61.12345736,Advanced
101,100,12,4,55,117.6256123,Intermediate
35,72,7,6,71,100.4548199,Beginner
83,100,11,2,59,130.5740588,Intermediate
57,72,6,8,70,72.41269206,Professional
69,99,15,11,85,89.82398939,Intermediate
56,97,15,0,78,58.06520366,Professional
55,78,9,4,86,67.0150087,Beginner
46,95,2,11,93,101.8243405,Intermediate
66,71,7,4,82,83.14490158,Beginner
61,75,4,0,80,58.431817,Beginner
76,100,12,4,71,88.21026888,Intermediate
48,91,15,9,60,101.9920121,Advanced
45,76,14,6,69,98.39669935,Advanced
51,79,7,6,75,74.17778614,Professional
58,87,15,3,74,45.641269,Professional
67,66,7,4,81,91.95810634,Beginner
107,100,18,0,55,125.234355,Intermediate
57,84,14,3,75,57.43115807,Professional
54,77,11,10,98,53.50982903,Beginner
57,87,9,9,92,57.6233076,Intermediate
71,61,10,5,79,123.3909986,Beginner
72,71,12,2,78,92.98436267,Professional
44,73,19,2,84,100.1747395,Advanced
60,68,9,7,72,63.07241045,Professional
54,75,17,10,92,111.0554167,Beginner
71,100,13,8,80,89.0754292,Intermediate
46,77,13,9,66,77.67919928,Advanced
63,96,5,3,78,69.01189578,Intermediate
57,71,8,6,76,78.47739386,Professional
64,67,9,5,84,91.75272444,Beginner
23,66,0,6,79,82.64153994,Advanced
70,56,9,2,76,126.1782512,Beginner
45,74,11,8,65,103.1326356,Advanced
63,95,5,4,82,52.42604822,Intermediate
38,76,8,9,67,81.37375074,Advanced
58,64,8,9,71,72.20841844,Professional
59,85,8,6,71,63.72453305,Professional
79,76,0,4,80,50.76231234,Beginner
59,94,1,3,78,84.03359453,Intermediate
66,81,15,0,80,68.07266151,Professional
65,65,12,6,87,103.5668853,Beginner
61,81,2,0,80,49.22220034,Beginner
64,72,2,0,77,57.75224101,Beginner
59,76,9,8,69,62.00564222,Professional
58,60,8,6,77,83.46937519,Professional
65,80,2,6,73,98.86904297,Professional
36,80,9,8,67,94.79193141,Advanced
59,100,9,10,87,87.29632917,Intermediate
59,61,13,7,89,99.19831787,Beginner
58,75,17,14,99,99.04313269,Beginner
72,99,8,3,65,142.6372872,Intermediate
58,70,11,5,86,88.34041976,Beginner
51,95,10,15,100,45.7110338,Intermediate
56,94,4,8,86,86.99736056,Intermediate
53,86,6,7,97,73.52385659,Beginner
33,74,7,7,75,63.91310864,Advanced
34,72,9,5,80,45.18122973,Advanced
63,95,4,2,73,98.07363952,Intermediate
61,78,9,3,78,87.15485993,Professional
60,74,6,7,72,79.79946034,Professional
62,80,8,6,72,76.45517917,Professional
53,83,11,4,85,82.02941532,Beginner
63,93,3,1,72,84.99250999,Intermediate
75,64,5,4,78,96.21686449,Beginner
27,68,3,5,79,80.37435831,Advanced
62,100,6,7,75,136.0550799,Intermediate
62,79,6,4,83,67.50678859,Beginner
68,100,3,2,65,125.5251166,Intermediate
78,77,10,16,96,90.14692771,Beginner
36,53,4,3,85,64.0697724,Advanced
33,75,5,9,69,79.66830569,Advanced
63,72,8,4,81,90.25135595,Beginner
85,71,8,16,94,89.84426818,Beginner
36,81,6,12,62,75.19381908,Advanced
59,72,6,8,70,74.18413304,Professional
40,86,13,10,66,66.17845419,Advanced
47,82,17,3,77,50.12791808,Professional
38,95,13,5,74,56.75944873,Professional
84,98,8,0,58,120.8249963,Intermediate
59,73,12,4,78,76.3377784,Professional
73,100,5,0,66,81.06527017,Intermediate
33,77,10,5,76,74.10681363,Advanced
72,99,11,8,80,83.10861829,Intermediate
23,70,0,8,75,78.21737933,Advanced
62,67,9,8,93,65.92438902,Beginner
68,100,13,11,86,76.00348504,Intermediate
71,80,8,12,93,72.41180645,Beginner
74,100,14,9,80,87.6441844,Intermediate
59,72,9,3,84,78.68361494,Beginner
37,66,9,3,83,51.79096052,Advanced
70,81,1,6,88,60.20616623,Beginner
23,64,2,3,87,55.61416364,Advanced
27,73,6,2,88,50.15403484,Advanced
78,100,13,7,71,105.1374162,Intermediate
32,75,9,4,76,91.37385079,Advanced
51,82,18,9,67,50.42469317,Advanced
36,71,12,1,83,78.662788,Advanced
34,68,6,5,78,73.56615137,Advanced
71,65,8,7,70,79.16696021,Professional
72,100,8,5,70,103.7493446,Intermediate
47,87,1,5,92,64.01312236,Intermediate
68,75,3,7,71,96.3045928,Professional
74,75,3,3,79,64.94205376,Beginner
77,70,3,6,72,105.7152358,Professional
37,82,9,10,63,90.19816824,Advanced
66,92,11,3,88,102.5622237,Intermediate
75,66,2,9,66,92.80930879,Professional
59,100,9,11,87,97.09849712,Intermediate
80,94,2,8,55,62.36202391,Intermediate
28,61,7,1,95,55.19674567,Advanced
60,60,9,3,83,91.7711069,Beginner
51,95,6,12,93,94.88420307,Intermediate
76,95,5,1,62,78.42420856,Intermediate
58,83,1,1,84,68.14855531,Beginner
22,70,5,0,87,98.78231438,Advanced
69,72,7,7,69,71.76490943,Professional
76,92,10,0,73,54.666599,Intermediate
55,67,0,13,65,80.45451278,Professional
29,62,11,0,86,90.5616004,Advanced
73,93,8,0,69,80.26197997,Intermediate
49,90,12,3,75,50.71019216,Professional
79,58,6,5,75,110.8466253,Professional
31,71,4,8,73,66.23837534,Advanced
58,98,11,12,93,72.8764402,Beginner
68,69,5,7,70,81.85991697,Professional
75,69,0,7,72,114.0253961,Professional
43,70,16,5,91,89.14372008,Beginner
67,64,9,3,79,111.4355189,Beginner
49,92,18,11,56,89.33954315,Advanced
24,69,3,4,84,65.92937895,Advanced
68,100,8,7,75,107.3833285,Intermediate
54,90,3,5,85,67.44298995,Intermediate
34,72,8,6,78,51.55187663,Advanced
72,79,9,3,73,76.48897275,Professional
42,70,19,2,91,54.41959566,Advanced
60,63,12,5,84,105.6813822,Beginner
31,77,2,12,63,88.24207344,Advanced
70,58,14,7,81,145.8192728,Beginner
72,58,1,13,62,92.78501814,Professional
73,68,2,3,80,65.27308316,Beginner
77,77,10,3,74,84.73221096,Professional
83,69,8,2,78,113.0304926,Professional
72,68,7,4,79,103.4153987,Beginner
59,68,3,10,68,86.32702954,Professional
72,87,1,7,87,55.27181609,Beginner
57,66,1,11,67,76.44802861,Professional
51,76,13,12,60,67.71782362,Advanced
67,65,0,3,70,70.39225956,Beginner
77,97,8,4,66,133.6277017,Intermediate
75,87,4,15,100,72.19875622,Beginner
32,65,6,3,82,76.66807502,Advanced
53,68,8,8,71,62.48395037,Professional
69,99,10,8,78,108.4895797,Intermediate
76,50,0,11,68,114.4942287,Professional
73,100,3,1,59,152.8552999,Intermediate
38,82,9,11,64,71.67702206,Beginner
35,68,6,6,75,89.81759235,Advanced
60,68,12,6,87,98.83216913,Beginner
88,69,0,7,69,121.9724835,Professional
50,72,20,6,82,161.6655632,Beginner
28,72,3,8,76,60.92587755,Advanced
41,95,9,19,100,80.2391098,Intermediate
36,56,9,1,94,50.07239989,Advanced
63,76,16,0,81,67.33027005,Professional
51,95,0,2,81,65.7014766,Intermediate
84,63,5,4,74,103.1629991,Professional
62,67,10,5,76,77.30681349,Professional
30,64,1,6,77,87.37794654,Advanced
68,67,2,10,68,91.21454727,Professional
76,100,13,9,80,76.74636779,Intermediate
73,50,2,12,68,117.139599,Professional
75,75,0,4,82,45.51383336,Beginner
52,92,5,8,89,78.60016602,Intermediate
56,79,4,1,83,45.64396334,Beginner
87,95,19,8,77,68.65958607,Intermediate
67,80,11,13,95,80.05006284,Beginner
54,83,11,3,80,95.1228195,Beginner
36,74,1,15,57,88.59629463,Advanced
56,70,9,4,86,76.23382881,Beginner
73,64,2,7,73,109.2765729,Beginner
59,93,7,9,86,94.31387179,Intermediate
75,62,6,5,79,106.0413144,Beginner
75,65,7,5,75,101.1910045,Professional
26,78,0,11,63,121.3228646,Advanced
54,90,6,8,92,54.68977354,Intermediate
48,85,15,12,59,75.81091034,Advanced
61,58,11,0,75,124.0945169,Beginner
67,97,6,3,73,89.72359789,Intermediate
69,100,10,9,75,128.0268019,Intermediate
76,100,13,8,76,91.45079137,Intermediate
56,70,11,6,75,71.0645088,Professional
60,79,13,2,77,67.37395931,Professional
37,73,8,7,72,81.1171327,Advanced
65,67,7,5,86,74.85154531,Beginner
62,91,1,0,73,68.39889605,Intermediate
35,71,8,5,77,80.34221477,Advanced
67,68,6,5,85,70.8634161,Beginner
58,54,8,9,73,72.72646022,Professional
63,71,9,6,85,85.56682627,Beginner
84,51,3,0,66,127.734075,Beginner
57,70,7,6,76,80.10502238,Professional
62,83,11,5,71,64.30417969,Professional
55,84,12,10,96,63.29910361,Beginner
77,72,6,4,73,97.85874406,Professional
67,100,14,13,92,64.05192589,Intermediate
55,95,12,16,100,60.17502858,Intermediate
59,94,6,6,85,60.81973077,Intermediate
92,66,2,6,78,71.00070722,Beginner
62,73,7,4,85,69.87833445,Beginner
53,98,7,13,91,113.8730047,Intermediate
50,62,2,12,70,82.61415181,Professional
17,76,4,1,86,98.61138106,Advanced
23,71,2,5,80,81.21530267,Advanced
75,66,3,7,71,103.4963208,Professional
54,50,2,13,69,80.44035206,Professional
49,92,14,2,76,46.14305864,Professional
21,57,6,6,100,67.9216259,Advanced
30,77,5,6,69,124.8309172,Advanced
28,65,8,1,93,72.09585212,Advanced
69,68,11,2,73,129.5391924,Beginner
75,68,3,7,69,95.42624367,Professional
67,59,5,2,68,110.2655791,Beginner
43,90,6,13,100,67.32747672,Intermediate
61,77,7,3,82,74.1117993,Beginner
51,67,8,5,69,98.25921617,Beginner
72,81,16,0,78,64.87409001,Professional
63,100,3,3,73,96.16385543,Intermediate
67,79,2,5,87,51.63455595,Beginner
86,100,8,2,55,100.1214078,Intermediate
77,92,20,13,90,63.69540513,Intermediate
78,92,0,14,98,75.80536212,Beginner
60,91,6,5,85,55.67681952,Intermediate
26,72,5,4,82,76.54191956,Advanced
62,95,5,4,77,93.53307811,Intermediate
73,67,8,6,81,106.9628997,Beginner
67,83,10,3,74,74.06995409,Professional
67,77,8,9,91,69.70790419,Beginner
73,77,10,4,72,74.86285509,Professional
67,52,7,7,75,81.96870093,Professional
74,76,8,6,80,103.8098146,Beginner
61,100,9,12,86,118.7959723,Intermediate
90,96,11,0,55,114.2953855,Intermediate
69,74,7,5,74,87.6387639,Professional
39,75,11,5,72,97.12172287,Advanced
48,93,7,13,97,93.69091411,Intermediate
74,100,3,1,59,108.4434363,Intermediate
70,79,5,5,72,88.52455022,Professional
48,94,6,12,95,83.58997123,Intermediate
27,67,7,0,87,88.55467322,Advanced
55,73,16,8,66,59.2229639,Advanced
65,78,3,6,71,90.06408056,Professional
70,82,2,4,82,55.01153942,Beginner
86,56,4,3,79,122.707459,Professional
25,66,2,3,83,85.32454419,Advanced
66,58,3,1,75,78.24009552,Beginner
63,97,10,7,86,52.08237676,Intermediate
79,58,7,3,74,125.8853207,Beginner
70,72,5,5,83,70.98227651,Beginner
57,68,3,9,72,89.08579552,Professional
62,75,6,5,86,64.8499584,Beginner
72,64,6,6,83,88.73712072,Beginner
68,73,10,4,76,84.64972743,Professional
27,71,2,10,72,62.37094221,Advanced
67,87,11,7,89,64.66199297,Intermediate
62,72,5,9,68,76.65178953,Professional
50,73,17,4,76,50.56644443,Professional
54,100,20,2,80,57.87703677,Professional
65,90,0,2,67,72.5093694,Intermediate
70,99,8,4,74,84.81537821,Intermediate
78,100,11,4,67,103.0572299,Intermediate
63,76,6,4,83,71.4581182,Beginner
53,98,6,11,90,98.63998166,Intermediate
50,87,12,15,100,45.90163246,Intermediate
45,70,9,11,66,58.70581212,Advanced
65,86,9,3,78,82.86041951,Professional
65,94,8,5,82,50.11278553,Intermediate
78,96,2,4,55,113.975158,Intermediate
74,97,4,1,64,78.01822907,Advanced
72,81,7,4,72,86.89521591,Professional
79,50,8,8,72,92.44228548,Professional
10,68,7,7,81,84.68160462,Advanced
76,84,0,4,79,51.32402807,Beginner
65,50,6,9,72,84.77252244,Professional
58,98,2,4,77,92.61263039,Intermediate
30,68,3,6,75,89.78158657,Advanced
73,78,7,9,87,82.11773699,Beginner
60,73,4,1,74,73.99249696,Beginner
87,72,2,13,91,63.01184419,Beginner
77,70,4,5,78,88.3085086,Beginner
35,71,8,6,77,59.35471068,Advanced
61,94,3,4,76,103.0948629,Intermediate
37,68,14,1,87,79.67397235,Advanced
69,75,11,5,74,70.47904254,Professional
65,52,10,1,73,134.917419,Beginner
30,60,3,4,83,74.54880941,Advanced
70,50,2,10,75,130.3127697,Professional
55,79,11,5,74,58.57512146,Professional
73,76,0,7,91,71.39944267,Beginner
79,81,1,10,94,76.06053163,Beginner
59,73,8,4,85,72.53509705,Beginner
76,83,6,13,93,59.50232832,Beginner
61,73,11,6,72,59.22832585,Professional
58,93,17,17,55,117.3754748,Advanced
74,95,11,1,69,61.90387161,Intermediate
63,76,4,8,69,85.30682325,Professional
64,98,11,10,85,98.89852878,Intermediate
43,69,13,3,76,85.24220465,Advanced
77,96,12,2,74,55.07984677,Intermediate
58,81,14,8,87,101.4929273,Beginner
26,79,1,11,66,96.16813427,Advanced
61,63,12,5,84,112.480164,Beginner
62,100,6,6,75,119.397159,Intermediate
76,58,1,11,67,111.7262292,Professional
67,68,5,1,76,84.57686653,Beginner
73,73,0,3,81,46.04567169,Beginner
68,95,9,7,79,89.11889062,Intermediate
58,92,4,5,85,48.79340649,Intermediate
53,83,11,2,80,74.76342226,Advanced
68,61,6,3,81,86.14251158,Beginner
46,93,0,8,87,113.726742,Intermediate
41,83,13,6,74,49.16951247,Professional
57,67,9,7,74,67.8099211,Professional
64,73,10,4,77,86.16916087,Professional
64,93,8,5,82,67.07816612,Intermediate
53,97,13,3,73,49.83939371,Professional
62,67,4,10,67,74.93711135,Professional
70,79,2,6,87,52.39974694,Beginner
32,74,4,9,68,87.80971019,Advanced
66,67,8,7,71,76.27810973,Professional
88,50,6,11,69,150.0396216,Professional
54,75,10,4,87,71.47678136,Beginner
92,100,12,2,56,131.917323,Intermediate
69,93,11,8,77,105.7875358,Intermediate
31,69,5,5,79,68.60033208,Advanced
61,92,2,0,75,46.25787609,Intermediate
88,100,13,1,60,104.0366951,Intermediate
60,73,20,4,72,55.88270555,Advanced
35,68,6,5,77,74.51852668,Advanced
64,70,4,2,81,61.48260407,Beginner
35,75,5,11,67,67.16287661,Advanced
50,78,18,5,70,83.98542345,Advanced
51,91,15,3,75,51.9190473,Professional
70,99,12,9,85,55.76438865,Intermediate
49,77,11,5,75,56.39275986,Professional
60,92,7,8,88,63.22704875,Intermediate
65,92,8,5,81,66.22017469,Intermediate
34,73,8,5,74,96.65477139,Advanced
59,92,3,4,79,86.52792283,Intermediate
35,76,12,2,79,91.50923279,Advanced
39,77,16,0,80,96.40029425,Advanced
63,80,6,6,72,83.59184196,Professional
72,70,2,2,78,69.60794393,Beginner
31,77,5,8,68,99.34719907,Advanced
49,85,9,7,96,58.87204712,Beginner
58,77,9,10,98,48.91028577,Beginner
13,74,6,11,70,105.8987334,Advanced
76,55,6,4,80,118.6704838,Professional
46,76,9,11,59,100.7107955,Advanced
27,67,8,0,90,79.74996301,Advanced
82,99,12,3,67,98.82634805,Intermediate
33,69,8,2,80,102.7335719,Advanced
66,67,8,5,85,85.33784418,Beginner
68,78,12,2,75,73.65530158,Professional
36,78,9,7,68,109.3183179,Advanced
75,95,4,2,65,62.68853563,Intermediate
63,85,5,5,73,86.25186658,Professional
59,77,7,3,82,74.2980457,Beginner
44,97,1,8,91,93.07186443,Intermediate
66,69,4,5,84,65.24611558,Beginner
63,73,9,4,76,75.94007994,Professional
25,82,0,13,58,124.5984696,Advanced
58,98,0,1,73,86.5595144,Intermediate
61,96,8,8,85,73.11240994,Intermediate
26,62,4,0,88,87.49574666,Advanced
76,68,5,9,87,81.28654215,Beginner
61,94,11,10,91,59.54990291,Intermediate
88,98,10,2,55,90.2457228,Intermediate
66,72,0,9,70,98.72815212,Professional
53,100,5,8,84,95.95307829,Intermediate
57,71,10,5,86,83.13663179,Beginner
59,70,4,0,79,59.01559592,Beginner
59,85,6,10,97,64.2830148,Beginner
43,69,15,1,82,70.98291392,Advanced
65,65,9,5,84,97.487219,Beginner
27,69,3,6,78,74.29738199,Advanced
49,71,20,0,84,51.60768585,Advanced
77,61,1,8,69,104.6312367,Professional
55,73,10,6,75,71.66582238,Professional
56,92,4,1,67,120.4034857,Intermediate
35,68,7,5,79,62.36801626,Advanced
66,83,7,2,75,93.22810046,Professional
64,91,9,6,85,46.43568959,Intermediate
41,76,13,4,73,99.29170322,Advanced
82,70,4,9,84,87.94818268,Beginner
24,62,3,1,89,79.31364378,Advanced
72,100,12,3,72,71.75156724,Intermediate
25,64,0,6,79,82.40877607,Advanced
50,75,11,4,79,68.02928306,Professional
72,93,8,3,76,58.61070106,Intermediate
30,68,8,1,85,73.61464353,Advanced
60,94,6,9,86,86.3864404,Intermediate
68,64,10,4,78,125.1869181,Beginner
11,74,5,7,76,113.9119179,Advanced
58,78,7,2,81,73.6167126,Beginner
72,85,14,0,78,73.03645289,Professional
79,94,10,2,69,75.4741073,Intermediate
26,70,4,5,83,52.59193715,Advanced
42,81,12,10,65,74.1154683,Advanced
70,83,0,6,87,58.72840595,Beginner
57,81,15,3,74,45.58225535,Professional
69,68,8,6,72,80.19090399,Professional
60,78,10,4,75,81.63127172,Professional
56,64,14,1,70,144.5835315,Beginner
67,100,8,3,71,83.90745131,Intermediate
71,85,2,11,96,69.47526696,Beginner
44,69,18,0,87,46.73299377,Advanced
52,90,13,7,90,73.60305806,Beginner
56,76,13,10,94,82.1679015,Beginner
57,89,2,0,74,76.16590168,Intermediate
70,78,7,8,86,81.3441322,Beginner
87,79,0,10,86,51.80885518,Beginner
72,74,8,9,87,88.02155552,Beginner
60,100,9,8,80,92.16102264,Intermediate
73,72,11,3,75,78.79670073,Professional
32,68,7,3,80,89.20271935,Advanced
31,62,3,5,81,70.98450012,Advanced
53,72,8,1,76,81.69239342,Beginner
29,69,5,3,80,97.03501481,Advanced
67,67,6,8,69,73.95599014,Professional
58,80,15,12,96,87.8583682,Beginner
64,72,17,15,98,112.7527051,Beginner
43,77,9,10,61,104.3121333,Advanced
49,94,4,9,91,82.55668144,Intermediate
34,66,9,0,85,82.4619594,Advanced
57,92,2,1,78,58.94347974,Intermediate
86,96,9,2,59,75.46830215,Intermediate
21,62,0,6,78,90.77618153,Advanced
70,73,8,4,78,105.9769927,Beginner
75,83,5,4,73,103.9876688,Professional
59,97,15,1,81,69.12296805,Professional
66,68,8,6,84,90.38465469,Beginner
31,68,6,5,81,58.0892231,Advanced
38,87,8,14,56,92.87626931,Advanced
29,58,4,0,90,78.98091413,Advanced
57,81,12,9,92,78.4236977,Beginner
38,69,9,3,76,104.4705981,Intermediate
74,62,2,8,69,91.80911975,Professional
79,79,1,8,87,49.89013229,Beginner
26,72,3,5,76,96.32594714,Advanced
69,96,7,3,77,62.00751015,Intermediate
49,75,20,2,77,73.81718095,Advanced
39,75,11,6,72,89.52105417,Advanced
68,100,6,4,70,119.9905819,Intermediate
47,98,1,8,87,103.4842419,Intermediate
59,74,10,6,89,73.48855448,Beginner
65,55,3,11,69,90.04083056,Professional
67,68,6,3,81,83.76977013,Beginner
84,72,1,3,76,65.51521598,Beginner
38,79,9,9,67,77.73754629,Advanced
82,70,1,5,74,116.2159809,Professional
83,70,2,7,82,73.6715452,Beginner
38,73,9,6,71,90.23069133,Advanced
51,66,6,9,73,73.81913481,Professional
48,84,16,9,63,80.03282325,Advanced
30,61,9,2,95,63.38818079,Advanced
48,82,16,4,68,124.7541147,Advanced
59,78,10,3,78,75.49688649,Professional
40,75,10,8,69,71.35933981,Advanced
72,94,13,2,81,87.09225061,Professional
47,78,15,7,67,79.32229622,Advanced
68,96,4,2,68,122.7914456,Intermediate
64,88,8,7,85,66.23709623,Intermediate
53,84,13,5,71,45.5966017,Professional
77,61,4,0,71,110.9642211,Beginner
55,76,17,9,64,53.84050532,Advanced
68,57,12,6,83,124.2908966,Beginner
47,61,14,0,77,122.1909062,Beginner
66,65,9,2,76,117.2851383,Beginner
73,86,6,3,74,95.8714012,Professional
32,73,7,5,76,87.90838589,Advanced
18,60,5,4,100,63.39621337,Advanced
61,72,7,6,73,72.7721641,Professional
71,61,2,9,69,97.2552893,Professional
69,75,8,10,91,74.76840135,Beginner
70,86,5,13,96,45.76513799,Beginner
47,72,16,3,81,49.54867468,Professional
62,83,10,4,74,67.19907919,Professional
45,68,14,2,80,67.20617975,Advanced
67,70,9,4,77,91.14981518,Professional
71,74,0,6,74,115.2165562,Professional
39,97,4,10,100,45.51400079,Intermediate
61,79,12,11,95,73.61757128,Beginner
72,72,3,2,77,81.05017773,Beginner
71,81,5,10,92,48.60427536,Beginner
57,96,9,10,93,51.01215348,Intermediate
75,96,4,1,59,118.6046071,Advanced
24,73,2,13,65,79.76259629,Advanced
38,82,14,4,72,102.310107,Advanced
43,95,4,12,98,90.16590127,Intermediate
59,65,8,8,71,66.15588916,Professional
75,96,12,6,77,79.80564654,Intermediate
59,75,6,3,84,57.72579769,Beginner
70,72,6,7,85,80.39696264,Beginner
31,67,4,7,78,60.90628128,Advanced
59,94,7,9,88,80.10979021,Intermediate
73,75,0,7,87,55.28262158,Beginner
72,76,1,5,85,46.91185442,Beginner
25,65,0,8,81,53.06068718,Advanced
32,69,2,9,71,81.2959132,Advanced
74,58,0,11,66,102.8763443,Professional
65,75,8,8,67,64.96578838,Professional
75,78,9,2,75,88.78123569,Professional
70,68,6,5,76,99.72160034,Professional
77,91,4,3,60,87.62738079,Intermediate
67,81,2,4,84,45.34946497,Beginner
55,93,0,0,80,58.77982346,Intermediate
72,66,8,7,84,101.5542757,Beginner
62,68,9,2,78,107.1508367,Beginner
34,76,11,3,76,109.8367162,Advanced
52,70,16,6,88,113.8059621,Beginner
58,86,11,3,77,77.18686349,Professional
27,70,7,2,87,50.14289559,Advanced
76,78,7,11,88,86.22065781,Beginner
66,99,14,12,89,81.88735403,Intermediate
64,87,7,4,73,76.25208788,Professional
59,100,14,18,96,115.3916979,Intermediate
39,82,6,15,55,83.73571765,Advanced
75,78,14,0,81,86.78438421,Professional
57,68,11,7,73,61.2017083,Professional
48,89,8,12,100,47.72457903,Intermediate
59,63,8,2,72,100.5469728,Beginner
77,77,1,8,89,46.493941,Beginner
76,56,0,9,70,112.0272449,Professional
63,90,2,1,76,67.22699215,Intermediate
45,60,11,5,72,105.6479629,Beginner
59,73,0,1,83,63.67669621,Beginner
24,67,6,4,77,99.34499385,Advanced
75,50,4,8,74,109.3767712,Professional
61,70,8,3,81,89.95098044,Beginner
36,79,9,8,67,106.9303141,Advanced
49,97,2,6,83,101.3484448,Intermediate
71,71,8,6,70,75.12773964,Professional
69,97,9,6,77,83.03527138,Intermediate
66,79,1,6,72,96.40194445,Professional
25,61,8,4,100,66.02970579,Advanced
36,86,9,13,57,82.0244371,Advanced
46,68,14,3,79,53.16495432,Intermediate
48,77,15,7,66,84.87350692,Advanced
83,100,11,0,60,97.03151541,Intermediate
66,59,12,2,74,139.3952728,Beginner
33,78,4,10,62,118.0682299,Advanced
41,71,13,2,78,98.62743038,Advanced
62,94,4,4,74,99.78539136,Professional
61,100,1,4,68,153.7274418,Intermediate
59,78,11,4,77,73.41069045,Professional
39,94,6,3,83,100.9552581,Intermediate
80,98,11,3,71,55.18789137,Intermediate
66,80,8,8,87,74.7801163,Beginner
76,65,4,8,68,90.37569499,Professional
76,56,4,7,71,96.07122425,Professional
76,66,7,3,74,116.3528684,Beginner
47,80,12,11,61,70.15820767,Advanced
42,82,5,18,55,104.7452477,Advanced
47,69,16,3,81,46.97974158,Advanced
67,97,9,7,79,99.54705967,Intermediate
66,95,9,6,81,78.69524861,Intermediate
61,53,0,14,64,82.49496464,Professional
46,80,11,12,57,96.57423901,Advanced
66,67,0,8,73,105.2133219,Professional
56,80,20,4,73,52.6983541,Advanced
